,Unnamed: 0,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
10326,10326,10327,11570,0761351469,0.67756844,77.47307762541425,6.7203145000000015,74667,0.017442857142857142,141,195,224,161,81,56,http://ecx.images-amazon.com/images/I/51p0mMZ8P-L.jpg,Engineer Ari and the Hanukkah Mishap,Deborah Bodin Cohen,755824.0,"August 1, 2011",5.0
5229,5229,5229,5872,1557996598,0.7735456999999999,119.63320229803192,5.9340844000000015,34172,0.0199948051948052,252,252,250,246,251,250,http://ecx.images-amazon.com/images/I/516i%2BWx%2BSUL.jpg,"Daily Language Review, Grade 5",Evan Moor,53759.0,"March 1, 1998",4.54
1950,1950,1950,2169,0823931722,0.43102717,58.115596119217614,7.1072183,56108,0.013134240094618568,108,167,206,67,127,81,http://ecx.images-amazon.com/images/I/41Q0JNJAYWL.jpg,Bike Trekking (Explore the Outdoors),Chris Hayhurst,14730504.0,"June 1, 2000",0.0
681,681,681,755,0394800206,0.61887103,116.99558693959223,5.621455,38464,0.011673469387755105,31,111,69,247,110,36,http://ecx.images-amazon.com/images/I/51hNUQaw7CL.jpg,"Go, Dog Go (I Can Read It All By Myself, Beginner Books)",P.D. Eastman,1970.0,"March 12, 1961",4.46
9212,9212,9212,10327,0394860934,0.42292145,68.56119761487285,7.595326400000001,97005,0.05531301939058172,74,95,143,52,43,22,http://ecx.images-amazon.com/images/I/61KqgVydG2L.jpg,Spooky Riddles (Beginner Books(R)),Marc Brown,710312.0,"September 12, 1983",5.0
8185,8185,8185,9170,1575055813,0.52925926,100.79173204283607,7.174107000000001,92383,0.033071005917159765,187,81,107,7,168,223,http://ecx.images-amazon.com/images/I/618FvUWzeaL.jpg,Day of the Dead (On My Own Holidays),Linda Lowery,1193323.0,"August 1, 2003",3.68
3798,3798,3798,4255,0545214777,0.5369297,57.0870726936873,7.4800496,101984,0.03780813953488372,130,94,69,71,106,98,http://ecx.images-amazon.com/images/I/51dmE1ARQML.jpg,"Dragon's Lair (Hiro's Quest, No.4)",Tracey West,1184521.0,"August 1, 2010",5.0
6516,6516,6516,7302,1565070623,0.47459665,72.45644064001394,6.869858,68463,0.01776237623762376,159,91,54,123,154,117,http://ecx.images-amazon.com/images/I/51-rzqkuScL.jpg,Awesome Good Clean Jokes for Kids,Bob Phillips,291444.0,"June 24, 1992",4.21
4701,4701,4701,5278,1591977282,0.4973084,46.731744904879896,7.751360000000001,25711,0.03023,45,120,81,224,224,224,http://ecx.images-amazon.com/images/I/51THZDHX2QL.jpg,Miracle on Ice (American Moments),Alan Pierce,3602556.0,"September 1, 2004",3.0
6528,6528,6528,7315,1603577475,0.67764306,88.23800077153143,7.260347,76991,0.023788697788697792,253,247,184,248,235,82,http://ecx.images-amazon.com/images/I/512yPCETxQL.jpg,St. Patrick's Day (Beginning-To-Read),Mary Lindeen,4951387.0,"June 15, 2015",4.0
9307,9307,9307,10433,1403449309,0.6083181,65.33106837802154,7.470934,102878,0.024668257756563245,118,154,197,208,150,118,http://ecx.images-amazon.com/images/I/51FCAX9HDEL.jpg,Bicycle Safety (Be Safe!),Peggy Pancella,3700885.0,"January 12, 2005",0.0
7041,7041,7041,7894,0395353939,0.49915385,21.210179635200785,6.9354916,15965,0.007808290155440416,110,112,100,158,156,141,http://ecx.images-amazon.com/images/I/51SuuOUrovL.jpg,The Mysteries of Harris Burdick,Chris Van Allsburg,26031.0,"September 24, 1984",4.78
3432,3432,3432,3838,0768234220,0.64049715,79.41255518515683,6.8132734,66836,0.02169350649350649,245,239,232,165,60,67,http://ecx.images-amazon.com/images/I/5117vBpxh%2BL.jpg,"Bilingual Reading Comprehension, Grade 2",School Specialty Publishing,2037789.0,"April 1, 2006",4.67
3670,3670,3670,4111,0375828222,0.7067270999999999,44.607961418552826,6.631653999999998,79811,0.0251255230125523,214,203,188,228,233,231,http://ecx.images-amazon.com/images/I/61-5RfUbGeL.jpg,Richard Scarry's A Day at the Police Station (Look-Look),Richard Scarry,11006.0,"May 11, 2004",4.64
4991,4991,4991,5600,0823966631,0.57748544,75.88502255565254,7.874542999999999,158964,0.029734939759036145,199,225,238,135,169,205,http://ecx.images-amazon.com/images/I/61vfvlGSNwL.jpg,Independence Day (The Library of Holidays),Leslie C. Kaplan,16019374.0,"January 1, 2004",0.0
4579,4579,4579,5143,1553375041,0.6323568,44.684192271734645,7.706545399999999,93369,0.05058097686375322,191,153,117,124,96,74,http://ecx.images-amazon.com/images/I/61zevrQHxtL.jpg,Adventures in the Ice Age (Good Times Travel Agency),Linda Bailey,879046.0,"August 1, 2004",4.8
6523,6523,6523,7310,0060589450,0.329146,49.23647538443709,7.1683210000000015,101004,0.04219952494061758,27,37,47,71,88,126,http://ecx.images-amazon.com/images/I/61GsAJxbYYL.jpg,The Story of Clocks and Calendars,Betsy Maestro,190017.0,"November 2, 2004",4.58
6989,6989,6989,7830,0778707644,0.58282644,69.55920967082707,7.276577499999998,84809,0.008440881763527055,134,158,197,189,168,125,http://ecx.images-amazon.com/images/I/51wbTL6j-NL.jpg,What Is Wind? (Weather Close-Up),Robin Johnson,2980964.0,"August 30, 2012",4.0
6571,6571,6571,7361,0692339361,0.48010674,38.29824755377781,6.974028999999999,37103,0.026072538860103626,169,172,171,5,3,3,http://ecx.images-amazon.com/images/I/51xAU-ws5yL.jpg,Roses in the Snow: A Tale of Saint Elizabeth of Hungary,Dessi Jackson,16329.0,"December 6, 2014",4.78
5898,5898,5898,6617,075346411X,0.5457058000000001,40.21152294908388,7.573544,63254,0.02456832971800434,115,102,95,178,156,124,http://ecx.images-amazon.com/images/I/51zNE-xKjyL.jpg,CodeQuest: Hieroglyphs: Solve the Mystery from Ancient Egypt,Sean Callery,1515400.0,"June 8, 2010",4.0
2041,2041,2041,2266,0152018697,0.16439599,44.415976801116564,6.2926769999999985,68311,0.023102844638949672,6,7,24,57,34,21,http://ecx.images-amazon.com/images/I/51ctpWxGhcL.jpg,Daughters of Fire: Heroines of the Bible,Fran Manushkin,3014514.0,"September 1, 2001",0.0
7937,7937,7937,8901,0816739889,0.66915196,104.60986221006756,7.252329,68560,0.008652,226,241,225,81,201,240,http://ecx.images-amazon.com/images/I/51%2BGbY17vlL.jpg,"Emerald Tree, A Story from Africa",Janet Palazzo-Craig,4612635.0,"August 1, 1996",0.0
10896,10896,10897,12216,1402769164,0.5776766999999999,88.7712798224036,7.5575933000000015,117202,0.02309871244635193,223,232,247,131,177,33,http://ecx.images-amazon.com/images/I/61wodsIWj-L.jpg,Lisa Loeb's Songs for Movin' and Shakin': The Air Band Song and Other Toe-Tapping Tunes,Lisa Loeb,969532.0,"April 2, 2013",4.63
3044,3044,3044,3401,0545162882,0.5389899,61.61573126611854,7.471371,83174,0.03157894736842105,56,97,127,112,186,216,http://ecx.images-amazon.com/images/I/51OkWNHgk1L.jpg,"Enemy Rising (Hiro's Quest, No.1)",Tracey West,138912.0,"February 1, 2010",4.25
445,445,445,493,0810989697,0.50694245,70.14876184167764,6.902833,130538,0.040509316770186335,104,172,186,179,147,102,http://ecx.images-amazon.com/images/I/61PbeFDi9WL.jpg,"Me, Frida",Amy Novesky,741764.0,"October 1, 2010",4.42
4473,4473,4473,5022,0060576049,0.4551997,116.1156219864881,7.478948599999999,69445,0.029501501501501506,150,167,177,133,83,57,http://ecx.images-amazon.com/images/I/51Iv4RwzSSL.jpg,Time For Kids: Theodore Roosevelt: The Adventurous President (Time for Kids Biographies),Editors of TIME For Kids,95941.0,"January 4, 2005",4.7
11296,11296,11297,12670,0778719812,0.6831363,65.0107734164541,7.500211699999999,62685,0.029878481012658224,223,223,236,152,153,177,http://ecx.images-amazon.com/images/I/51ZlrJo-rqL.jpg,Energy from Nuclear Fission: Splitting the Atom (Next Generation Energy),Nancy Dickmann,5696272.0,"September 15, 2015",0.0
331,331,331,366,1851751831,0.6023337,59.98341850647451,6.893661,66354,0.02069515669515669,138,198,104,132,88,111,http://ecx.images-amazon.com/images/I/51PGXKRTQQL.jpg,A Row of Lights: Pupils' Book: The Story of Rama and Sita (Times to Remember),Lynne Broadbent,21447735.0,May 1999,0.0
6216,6216,6216,6965,0060576308,0.37530363,87.6762907902928,7.2414429999999985,57611,0.034870870870870874,24,14,8,180,68,28,http://ecx.images-amazon.com/images/I/51YCUxn2FtL.jpg,Time For Kids: Henry Ford (Time for Kids Biographies),Editors of TIME For Kids,78903.0,"April 29, 2008",4.81
2482,2482,2482,2761,0374416966,0.46727872,20.065434656460862,7.1364884,15052,0.012996996996996996,94,88,83,181,166,151,http://ecx.images-amazon.com/images/I/51pMCbuBJWL.jpg,A Day of Pleasure: Stories of a Boy Growing Up in Warsaw,Isaac Bashevis Singer,216423.0,"May 1, 1986",4.39
11522,11522,11523,12926,0375806210,0.58238643,59.518958390356296,7.739724000000002,91690,0.03556156156156156,235,223,211,198,153,128,http://ecx.images-amazon.com/images/I/51duxGoloqL.jpg,"Ben Franklin and the Magic Squares (Step-Into-Reading, Step 4)",Frank Murphy,44394.0,"February 27, 2001",4.74
923,923,923,1028,1589475224,0.66202676,132.70194067030502,6.606573599999999,97963,0.02417391304347826,251,230,14,251,231,1,http://ecx.images-amazon.com/images/I/51YLYVSlEfL.jpg,First Grade (Pencil-Pal Software),Judy Giglio,6700524.0,"January 31, 2002",0.0
11732,11732,11733,13157,0439265983,0.40567154,56.406054156668574,6.794805499999999,62945,0.026201016560091817,47,118,81,126,96,60,http://ecx.images-amazon.com/images/I/51P5ECFZZML.jpg,At The Crossing Places (hc) (Arthur Trilogy),Kevin Crossley-Holland,1544899.0,"October 1, 2002",4.27
3472,3472,3472,3882,0439019109,0.6324352,109.93281202046616,6.248709,63958,0.015424399148159415,239,228,196,202,66,22,http://ecx.images-amazon.com/images/I/51ZDBPRM27L.jpg,Creative Development (Around the Year),Jenni Tavener,10770109.0,"September 14, 2001",0.0
4237,4237,4237,4742,0333441664,0.34639642,36.556626838439634,7.09955,37329,0.016282666666666668,46,37,29,121,82,66,http://ecx.images-amazon.com/images/I/51tSKGPoD-L.jpg,How We Build: Skyscrapers (How We Build),Philip Sauvain,15813234.0,"August 31, 1989",0.0
5623,5623,5623,6310,0142412961,0.6055825,79.9976086671067,6.779082000000002,57004,0.018783699059561128,141,186,252,121,171,242,http://ecx.images-amazon.com/images/I/51NVkkJPkCL.jpg,Surprises According to Humphrey,Betty G. Birney,21655.0,"January 8, 2009",4.76
4268,4268,4268,4781,1503309606,0.62132525,43.58253098968125,6.33852,43088,0.02458,253,253,252,95,95,95,http://ecx.images-amazon.com/images/I/51yJeUYvbcL.jpg,The SideWays Sliders (MotorHead Garage Children's Book),Michael J. Myers,605373.0,"November 28, 2014",5.0
5498,5498,5498,6163,0439895952,0.5554646,77.46734728784605,7.824652,89802,0.028204968944099382,207,157,111,135,81,52,http://ecx.images-amazon.com/images/I/51Nh3lnr8bL.jpg,"Thanksgiving Turkey Trouble (Ready, Freddy! 15)",Abby Klein,413926.0,"September 1, 2008",4.76
5283,5283,5283,5931,0152047735,0.42926276,42.14523599038085,6.8825507,52325,0.01437597911227154,121,87,73,130,144,163,http://ecx.images-amazon.com/images/I/51FP4M58VuL.jpg,Pop's Bridge,Eve Bunting,132131.0,"May 1, 2006",4.85
6899,6899,6899,7729,1495487938,0.26714572,78.13901406690776,7.334890400000001,91218,0.03395795795795796,9,16,61,17,51,27,http://ecx.images-amazon.com/images/I/51Ibfug2NwL.jpg,Tiz Phoenix and the Witch's Tree (The Celestial Tree Academy Series) (Volume 1),K. A. Fenwolfe,688447.0,"May 21, 2014",4.43
2579,2579,2579,2866,1426314787,0.6038326,129.6096413346043,6.7233534,104104,0.015743486973947896,222,216,44,252,216,1,http://ecx.images-amazon.com/images/I/51mPp3reEJL.jpg,National Geographic Kids Myths Busted! 2: Just When You Thought You Knew What You Knew . . .,Emily Krieger,423029.0,"May 13, 2014",4.91
7982,7982,7982,8950,039483240X,0.43412262,59.82290963019732,3.1802597,8964,0.0043483483483483494,177,209,106,1,2,0,http://ecx.images-amazon.com/images/I/41-iuRZClzL.jpg,TRUCKS (BOARD) (Board Books),Harry McNaught,5739125.0,"March 12, 1976",5.0
907,907,907,1009,1580892515,0.87728935,35.26193250498669,3.8191414,34930,0.011652,253,253,252,249,254,252,http://ecx.images-amazon.com/images/I/51yaLceC0TL.jpg,Clothesline Clues to Jobs People Do,Kathryn Heling,124753.0,"July 1, 2012",4.7
11023,11023,11024,12359,1465417281,0.71584123,56.35515047938966,5.397497,37712,0.02256103896103896,251,250,248,148,89,157,http://ecx.images-amazon.com/images/I/51JnmCHEpRL.jpg,"DK Workbooks: Science, First Grade",DK Publishing,47264.0,"December 23, 2013",4.15
11606,11606,11607,13021,0689850913,0.6411781999999999,92.81386867319321,7.64722,110477,0.03834168564920274,248,236,176,248,214,114,http://ecx.images-amazon.com/images/I/61gcoLukbmL.jpg,Racecar Alphabet (Ala Notable Children's Books. Younger Readers (Awards)),Brian Floca,99139.0,"November 1, 2003",4.7
1214,1214,1214,1350,0763658545,0.46451044,120.26276545645096,6.053242,50095,0.008903803131991052,2,119,179,1,57,115,http://ecx.images-amazon.com/images/I/51dVwNCY6dL.jpg,Yellow Submarine: Midi Edition,The Beatles,772879.0,"April 24, 2012",4.36
7028,7028,7028,7877,0394890523,0.51478994,77.74727054091923,7.064669,42503,0.014807291666666668,180,171,156,129,74,53,http://ecx.images-amazon.com/images/I/51bO2s1A6FL.jpg,John Henry: An American Legend (Knopf Children's Paperbacks),Ezra Jack Keats,97165.0,"May 12, 1987",4.35
7472,7472,7472,8389,0789447436,0.5826675,66.67798731785925,6.8473663,67139,0.014850393700787404,71,101,73,252,249,246,http://ecx.images-amazon.com/images/I/514DQ-rB9YL.jpg,Drive A Tractor,DK,3209349.0,"October 4, 1999",3.39
4519,4519,4519,5073,0736423095,0.63991386,114.39396500961493,7.391147,91023,0.02496867469879518,176,244,228,242,244,227,http://ecx.images-amazon.com/images/I/61zkc9J91NL.jpg,Dumbo (Little Golden Book),RH Disney,10390.0,"September 14, 2004",4.58
11241,11241,11242,12603,0375806164,0.72273,38.929438149752905,7.026434,58850,0.01827058823529412,204,221,235,130,165,192,http://ecx.images-amazon.com/images/I/51ozHBLMg5L.jpg,High Tide in Hawaii (Magic Tree House 28),Mary Pope Osborne,40777.0,"March 25, 2003",4.57
1227,1227,1227,1363,0545631602,0.5629135000000001,88.66352654017186,7.8667297,95232,0.03713513513513513,226,216,202,194,163,133,http://ecx.images-amazon.com/images/I/612w0wjuMdL.jpg,Fly Guy Presents: Firefighters,Tedd Arnold,16967.0,"July 29, 2014",4.54
10050,10050,10051,11255,0310726336,0.37762883,66.9391952343614,7.116961,62748,0.02237822349570201,56,97,144,34,40,51,http://ecx.images-amazon.com/images/I/51o-3%2Bfk%2BwL.jpg,Speed to Glory: The Cullen Jones Story (ZonderKidz Biography),Natalie Davis Miller,1433601.0,"July 28, 2012",4.6
7898,7898,7898,8857,1464401780,0.5093316,105.90425631752979,6.822037,63572,0.016350148367952518,7,136,199,167,198,74,http://ecx.images-amazon.com/images/I/513jpWmeC4L.jpg,Corny Thanksgiving Jokes to Tickle Your Funny Bone (Funnier Bone Jokes),Linda Bozzo,4195387.0,"January 1, 2013",5.0
11611,11611,11612,13027,1571032932,0.49958602,69.53052208517104,6.707492,69246,0.015845496093174108,67,156,90,117,92,78,http://ecx.images-amazon.com/images/I/516NSCV0R8L.jpg,Training & Fitness (Compete Like a Champion),Morgan Hughes,10426399.0,"January 1, 2001",0.0
4953,4953,4953,5559,0618346929,0.55338335,52.77190067071506,7.7202773,113277,0.03443843252992294,244,231,192,192,161,111,http://ecx.images-amazon.com/images/I/516W4QQ4NWL.jpg,The Jack Tales,Richard Chase,189509.0,"August 25, 2003",4.83
1976,1976,1976,2195,0763649465,0.6752176,77.78718901662572,6.9388123,93126,0.020958333333333332,152,170,57,191,181,71,http://ecx.images-amazon.com/images/I/51qtz8-QDLL.jpg,Randy Riley's Really Big Hit,Chris Van Dusen,68324.0,"February 14, 2012",4.81
4034,4034,4034,4513,161783145X,0.48455033,63.02357304534216,7.637033,92271,0.018475703324808183,119,96,73,180,46,83,http://ecx.images-amazon.com/images/I/51EvAYVwknL.jpg,Lacrosse (Best Sport Ever),Annabelle Tometich,2937341.0,"January 1, 2012",4.5
1547,1547,1547,1719,0859536599,0.43828955,89.11341700589388,7.137513,111511,0.013546436285097193,65,115,94,192,54,31,http://ecx.images-amazon.com/images/I/514LCd-uY-L.jpg,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear (Child's Play Library)",Don Wood,383063.0,"June 1, 1998",4.8
7457,7457,7457,8372,1607960699,0.1667134,45.7702575741604,6.083052,34391,0.009867867867867869,12,7,6,24,17,19,http://ecx.images-amazon.com/images/I/41hLMfONaCL.jpg,The Conservative Mind: From Burke to Eliot,Russell Kirk,520598.0,"December 26, 2008",3.75
6764,6764,6764,7582,144946226X,0.63251823,108.16278832491336,6.0959687,66831,0.02747747747747748,243,154,59,249,214,83,http://ecx.images-amazon.com/images/I/51DPK-T-ZuL.jpg,Big Nate: Welcome to My World,Lincoln Peirce,14795.0,"September 15, 2015",4.71
9734,9734,9734,10897,0823416690,0.6866858,120.91342529214722,7.2060966,91008,0.018466762439597755,245,221,89,206,81,21,http://ecx.images-amazon.com/images/I/51NZNGJ5R7L.jpg,Apples,Gail Gibbons,28533.0,"January 1, 2001",4.69
2548,2548,2548,2834,0545418011,0.4914008,85.55139398066036,7.531908,72737,0.031048991354466864,133,77,51,222,140,80,http://ecx.images-amazon.com/images/I/51WOz4SXP1L.jpg,Goosebumps Most Wanted #4: Frankenstein's Dog,R.L. Stine,49974.0,"July 30, 2013",4.81
2956,2956,2956,3302,0803731671,0.35888827,50.14269985491701,4.839646,31421,0.01010178117048346,92,22,35,251,248,218,http://ecx.images-amazon.com/images/I/51F91dNLIbL.jpg,A Nation's Hope: the Story of Boxing Legend Joe Louis,Matt De La Pe̱a,797070.0,"January 20, 2011",4.5
2070,2070,2070,2297,0763678082,0.6571965,147.779106887316,6.812215299999999,90198,0.028088235294117646,248,247,243,251,234,18,http://ecx.images-amazon.com/images/I/61liQBFMkvL.jpg,Sam's Sandwich,David Pelham,21065.0,"August 4, 2015",4.63
1061,1061,1061,1183,043924398X,0.57797474,48.58631503699908,7.5523567,72364,0.019536842105263158,250,240,188,37,36,49,http://ecx.images-amazon.com/images/I/513bNl-gjmL.jpg,Golden Tales,Lulu Delacre,2204842.0,"July 1, 2001",5.0
1724,1724,1724,1917,0789488639,0.7548203,47.559428543631974,6.445686,67182,0.02864088397790055,249,246,240,182,154,129,http://ecx.images-amazon.com/images/I/51QHxUGf1ML.jpg,Disney: Ultimate Sticker Book (Ultimate Sticker Books),DK Publishing,5000.0,"September 1, 2002",3.78
11022,11022,11023,12358,0763658944,0.7270379,51.449662200854604,6.442596400000001,47084,0.020233766233766232,139,194,213,249,248,242,http://ecx.images-amazon.com/images/I/61jRU8xQpGL.jpg,Paris: Panorama Pops,Sarah McMenemy,255235.0,"March 13, 2012",4.55
1144,1144,1144,1276,0375826327,0.64257073,54.9193021949172,7.626909299999999,126588,0.03950699533644237,235,233,216,194,153,106,http://ecx.images-amazon.com/images/I/61M083MHM7L.jpg,When I Grow Up (Little Critter) (Look-Look),Mercer Mayer,25355.0,"June 10, 2003",4.83
10713,10713,10714,12004,0531205193,0.59213895,78.46998617700756,7.1737766,103231,0.025708428246013663,88,182,220,139,78,52,http://ecx.images-amazon.com/images/I/612gXh7AfnL.jpg,You Wouldn't Want to Work on the Brooklyn Bridge!: An Enormous Project That Seemed Impossible,Tom Ratliff,452957.0,"September 1, 2009",5.0
9898,9898,9898,11087,1616894563,0.71789545,85.89383197666001,2.0182927,23804,0.007813031161473088,252,184,64,249,195,68,http://ecx.images-amazon.com/images/I/41Qd8j51SLL.jpg,Vincent van Gogh: Meet the Artist!,Patricia Geis,381067.0,"October 20, 2015",4.4
3738,3738,3738,4188,B005Q5VAGM,0.21451566,32.31520470000855,6.6264080000000005,49168,0.02085207100591716,18,42,33,42,38,20,http://ecx.images-amazon.com/images/I/51QQ-vvIYuL.jpg,RuneWarriors: Ship of the Dead,James Jennewein,4059832.0,"December 28, 2010",4.01
7778,7778,7778,8725,1860070051,0.71787304,63.2449094025854,6.556016400000002,56166,0.0205182681474328,250,249,244,141,94,57,http://ecx.images-amazon.com/images/I/51HDKRR4SHL.jpg,Victorian Life,John A. Guy,6644489.0,"June 1, 2001",0.0
9706,9706,9706,10867,0395613027,0.31751785,0.0,7.3886614,219,0.024513064133016627,37,37,37,89,89,89,http://ecx.images-amazon.com/images/I/51MGK0JW51L.jpg,Sundiata: Lion King of Mali,David Wisniewski,1533870.0,"October 19, 1992",4.0
